	log2fc	p-adj
GAS1	-0.204275302	0.053162099
TYS1	-0.13104706	0.053284448
SPC2	0.372728431	0.053395768
ATG20	0.273399623	0.053726065
BAS1	0.279132764	0.053855155
SAK1	0.111065945	0.05425868
FMT1	-0.442826121	0.054327346
KAR2	-0.286951753	0.054456153
YKR023W	0.09256221	0.054641661
YIP3	-0.206192535	0.054681315
FPR4	-0.237587079	0.055032672
SOL2	0.160574487	0.05507347
PGC1	0.574665029	0.055463634
LYS12	0.16708858	0.055495138
FYV7	-0.405078746	0.055665477
HRI1	0.213373477	0.055804685
SPE4	-0.127789788	0.056180928
YDR026C	0.531609062	0.056448456
YDR352W	0.293723986	0.056799853
YER134C	-0.205705669	0.057011949
SKS1	0.443410484	0.057210885
KRE27	0.159471489	0.057517085
SWC4	0.124509772	0.05765091
HOT1	0.669204049	0.057702976
YML108W	-0.240490523	0.057765516
SRL2	0.285679674	0.057995309
PAC2	0.293514461	0.058170103
ATG16	0.294052382	0.05828725
SSA4	-0.164134	0.058391134
POL32	0.187602173	0.058493323
NPR2	0.216086078	0.058557297
CWC21	0.167031941	0.058594744
SRB8	0.092585099	0.058677467
FCY2	0.37794171	0.058784642
MSA1	0.186918941	0.058820654
YKL023W	0.304406227	0.058964254
RMD5	0.155334966	0.05936183
BOI2	0.132134481	0.059427905
MSC7	0.26895104	0.059537219
IES4	-0.128091164	0.059566646
DUS4	0.231686299	0.059650008
GYP6	0.186468039	0.059782067
GUS1	-0.127919249	0.059974745
IRC6	-0.205356656	0.060037011
VAB2	0.247430929	0.060173829
IRC5	0.125588525	0.060207788
ADD37	-0.457928409	0.06026108
ATX1	0.211046685	0.060336969
SFH5	0.146687641	0.060611292
YML096W	0.066802394	0.060641135
ASI2	0.169332022	0.060700625
HMX1	0.245529507	0.060777587
CIN2	0.482856708	0.060860697
MRPL44	-0.387317057	0.06105393
RRP1	0.163334013	0.061119651
MAK21	0.153112476	0.061189059
PIP2	0.202808692	0.061479727
TSC3	0.175190718	0.061572536
GPB2	0.123183877	0.061625518
KRE5	0.169101509	0.061665007
EAF5	0.186793034	0.06179147
SNP1	0.161096844	0.061819685
LYS21	0.116367292	0.062118778
MKC7	0.216580596	0.062275498
YEL025C	0.499093413	0.06247142
NOP10	-0.167099887	0.062675833
SHP1	-0.226301163	0.062745082
BUD20	-0.22197448	0.062926068
CMK2	0.175901014	0.063104162
HOM6	0.164005439	0.063349224
YLR281C	-1.040712637	0.063390818
VNX1	0.157151477	0.063580322
IRC3	-0.298765519	0.063747109
YGR079W	0.546706813	0.063784403
RNT1	-0.11192164	0.063859795
SOL1	0.171549448	0.063967122
RNR4	0.297143339	0.064014605
LSM12	-0.365734319	0.064063214
YNL011C	-0.127954346	0.064246246
OCA6	0.220073149	0.064301604
NTA1	0.191533433	0.064733187
SCP160	-0.275983728	0.064828726
PSY3	0.324291392	0.06486862
SAM37	0.144606891	0.065015962
RRI1	0.202418906	0.065274083
YOL114C	-0.321542889	0.065377579
HEH2	0.199497984	0.065477051
GAP1	0.098408052	0.065801868
CDC24	0.125117019	0.065955189
SHG1	-0.370209069	0.066003626
YOR152C	0.226158422	0.066371327
KAR4	-0.343584325	0.066549154
YLR326W	-0.147532806	0.06660012
GUP1	0.200027925	0.066685971
TGL1	0.092154991	0.066833208
YLR001C	0.219710253	0.066928825
VMA22	0.106103038	0.067316309
TVP23	0.079581877	0.067424104
HUA2	0.192014878	0.067523465
THI7	0.141459514	0.067840566
THI3	0.170465946	0.067970279
DAT1	0.120915352	0.068191249
YPL199C	0.156131332	0.068337763
SUM1	0.214586171	0.068652367
HCS1	0.113478195	0.068777308
TUL1	0.123783699	0.068990899
PEP3	0.208867442	0.069038595
MLP1	0.185901264	0.069129175
YJL049W	0.164381919	0.069170201
TCB2	0.172542768	0.069407549
GPR1	0.11465813	0.069467605
MTC1	0.142192423	0.069525318
PDC1	0.337135195	0.069772288
RAD4	0.21038287	0.070201341
SEC62	0.143931878	0.070361785
TIM44	-0.2181282	0.071024931
YJR129C	0.183842123	0.071134102
YPL191C	0.342020772	0.071184803
SCT1	0.222712335	0.071241934
PKH3	0.14055637	0.071335873
PRP24	0.157245781	0.071620279
PRP4	0.224106289	0.071687966
AVT6	0.247164046	0.071772551
KAR9	0.152161651	0.071858791
YGR251W	0.175950024	0.07190418
PCK1	0.570560312	0.071983215
YAP3	-0.201394815	0.072021114
PET122	-0.099766505	0.072262753
YPR153W	0.273474964	0.072701548
GCN2	0.128597679	0.072849479
YKL075C	0.161017395	0.073244646
SHS1	-0.202048197	0.073409886
KAP114	0.194779388	0.073537033
YPR089W	0.126662105	0.073666816
SCO1	0.126050924	0.073711836
MVP1	0.265940156	0.073938253
VPS8	0.274247612	0.07426197
EFR3	0.061198842	0.07455585
YHR177W	0.300273424	0.074722988
MGA2	0.157329687	0.074820974
SRP101	0.142494353	0.074942999
YLR278C	0.173182499	0.07509568
NUP116	0.14730859	0.075280924
KEL2	-0.179519733	0.075389883
SYH1	0.215492826	0.07558185
YMR087W	-0.153121222	0.075685099
SLK19	-0.128208777	0.075763673
IRC21	0.145617029	0.075820826
NCE103	3.012565765	0.076002742
YOR296W	0.141875621	0.07624073
RBG1	-0.100295766	0.076284277
HSH49	0.162108816	0.0763337
UTP8	0.077036382	0.076559494
NIT2	0.124740085	0.076646024
YBR271W	0.136664633	0.076990838
THI6	0.373998546	0.077190912
TIM8	-0.729709148	0.077256691
GET1	0.239065888	0.077715441
POP3	0.125577711	0.077821175
MRC1	0.1613187	0.077873312
PIN4	0.229106809	0.077997278
ZRG8	-0.115204461	0.078069175
HXT6	-0.572300996	0.078166491
MDM38	0.073080287	0.078562354
ASI3	0.346841152	0.078868322
RTK1	0.264603762	0.079064487
NMD5	-0.139281999	0.07922822
YEL043W	0.189576477	0.079341494
YJR084W	0.128865957	0.079614794
SUR1	-0.095650937	0.080046388
YGR054W	-0.29190068	0.080088917
ARO4	-0.245913804	0.080715037
SPC3	0.24285188	0.080792416
RRD2	0.253332327	0.081089536
SRP40	-0.158549371	0.081228248
YDR381C-A	0.389930236	0.081271235
STE13	0.191666124	0.081628167
HOM2	-0.428554889	0.081704699
CSR2	-0.135875749	0.081914675
GOR1	-0.180519692	0.081987307
RIM15	0.241676127	0.082312389
TEF4	-0.388645941	0.082834606
PUF6	0.075730743	0.082891206
TOS1	0.603533143	0.083043845
PRP40	0.186780388	0.083106719
YLR419W	-0.158056723	0.083143459
PGM3	-0.096066876	0.083711891
TFC8	0.167704414	0.083896715
VMA11	0.179732221	0.084034606
APN2	-0.135446166	0.084341085
MSO1	0.211840845	0.085151955
IES6	0.149746158	0.085252971
TMA23	0.307583911	0.085716697
YRA2	0.114789176	0.085926943
MSB4	-0.139742833	0.086046284
YOL086W-A	-0.367660492	0.086104256
YDL176W	0.151523041	0.086140445
LAG2	0.563045835	0.086290347
YGR149W	0.285149906	0.086683398
PUS9	0.072826699	0.087036551
SRD1	0.331235998	0.087640231
HGH1	0.156926035	0.087862554
LUC7	0.07506207	0.087990162
AHC1	0.145334368	0.088213616
VID22	0.086126519	0.08827544
GRS1	-0.09885623	0.0886544
NEW1	-0.139485277	0.088896123
SRX1	-0.347702658	0.089030277
CDC31	0.453971546	0.089092996
YOR093C	0.095585602	0.089165074
RDL1	0.226491866	0.08941414
AIR1	0.185101795	0.089535588
NUP42	0.180703692	0.089571631
RPL34A	-0.293829319	0.089823512
RVS161	-0.096389927	0.090234879
SPC98	0.420820499	0.090379196
SWD3	0.106899727	0.090729088
YML018C	0.224989919	0.090845058
VTC2	-0.202117655	0.090974745
STT3	0.20086057	0.091373888
HSP12	0.805843763	0.091518112
CEM1	-0.138338853	0.091593278
AIM25	-0.077682971	0.091672882
YDR239C	0.134308841	0.09192607
YKE2	-0.185747894	0.092400944
YDR415C	0.168988139	0.092477003
TAD1	0.063884492	0.092991564
MCM22	0.263428217	0.093124887
TEA1	0.251771097	0.093470447
COQ8	-0.157571786	0.093632788
RPL43B	-0.231759805	0.093899017
AIM39	-0.133744062	0.094044289
DBP10	0.129122894	0.094222834
SWP1	0.213811391	0.0945109
YIR024C	-0.432895075	0.094860433
VPS54	0.173283049	0.095234557
PEX1	0.182900468	0.096204524
HUA1	0.306274395	0.096261111
CBP3	-0.08390333	0.096532776
YRB30	0.17281964	0.096598937
YPR063C	0.399473587	0.0967228
SSB2	-0.233648799	0.097026104
VAS1	-0.147408756	0.09707528
AMN1	-0.265337467	0.097486614
RPS1A	-0.297711453	0.097558803
MET22	0.201152632	0.098469062
YLR243W	0.17530328	0.098549467
PTK1	0.258867755	0.098686631
RSC58	0.07811209	0.099055235
CWC25	0.281222113	0.099493734
CTK1	0.13879035	0.099745302
CAF16	0.110396484	0.099963243
LDB16	0.198777221	0.100080788
POM34	0.136484404	0.100248804
BUD8	0.24547173	0.100297443
AIM14	0.140915469	0.10035938
NUP192	0.065868393	0.100671376
MTC6	0.398784626	0.100727519
NOT5	0.050998061	0.100880306
THP1	0.192319598	0.100972176
KRE33	0.085253172	0.101098224
CMS1	0.250789982	0.101273024
PUS1	0.136647485	0.101534476
CHK1	0.213812521	0.101699968
GYP1	0.210188798	0.102038315
UBP16	0.166214262	0.102481801
AIM44	-0.395450348	0.102997068
COG8	0.161554817	0.103162176
YDR248C	0.127275531	0.103729634
PIB1	0.355424222	0.103969355
CBP2	-0.239482323	0.104854201
NTH2	0.22147675	0.105837557
BTT1	-0.393531167	0.105960852
SSB1	-0.469857797	0.106168261
YLR179C	0.182262205	0.106252726
TCB3	0.167508882	0.106352848
BFR1	-0.186239274	0.106498055
YBR016W	0.488274076	0.107076276
BDH2	0.612670056	0.107363809
REX2	-0.10179398	0.107563055
DIA2	0.166994186	0.107622471
YBR235W	0.120824044	0.108039534
PEX22	0.157443119	0.108192251
MNT3	0.193502551	0.108274339
ROT2	0.169908313	0.108478361
YKL077W	0.15758919	0.108575199
TAH11	0.322036839	0.108620224
CDC11	-0.211298755	0.108793114
BIO2	0.14590575	0.109039929
TRS65	-0.052469741	0.109150204
IWR1	0.176748813	0.109357184
FRS2	-0.173843785	0.109440757
UBP10	0.116372769	0.109664588
OCA5	0.118173179	0.109731668
TPT1	0.200105883	0.110025816
YNL144C	0.148049696	0.110089837
CWC2	0.118483065	0.110684115
BBC1	-0.141370645	0.111055699
MDE1	0.254954725	0.111114199
INH1	-2.140165647	0.111310594
CUE3	-0.105479201	0.111435968
MAD1	0.176222197	0.111491155
ARO1	-0.103056296	0.111815822
JSN1	0.158310244	0.112052893
YJR111C	0.26357821	0.112111295
HSP104	0.111614073	0.11218603
RAD59	0.23481396	0.112349287
DEF1	-0.221226949	0.112521733
REF2	0.155559763	0.112912608
YJL218W	0.539302516	0.113226899
MRN1	-0.105224563	0.113490855
RPL31A	-0.415749115	0.113746595
MCX1	-0.140827876	0.113913999
MDM32	0.149122274	0.113982238
SIR1	0.203071565	0.114384028
SFT2	0.099968766	0.114668303
RIM20	0.153171636	0.115145535
YDR306C	-0.135689912	0.115340541
YGR210C	-0.239154723	0.115610501
CHA4	-0.111846094	0.115718984
MOG1	-0.091341132	0.115778281
RSC30	0.200164134	0.115987284
TIF6	-0.156839758	0.116419666
RNH201	-0.202128969	0.11652241
SPC110	0.119433998	0.116686231
SNU23	0.080773933	0.116805088
TAD3	0.238174142	0.117134901
RRN9	0.129549465	0.117659883
WSC2	-0.571402123	0.118001833
SLM2	-0.073061132	0.118324895
YRB1	0.171250612	0.118500947
PRC1	0.322123163	0.118609368
TOM70	-0.10466069	0.119002264
EUG1	0.457998146	0.119227291
TRP3	0.123422043	0.119547565
PBI2	-0.911608363	0.119641794
VTC3	-0.181431269	0.11973169
VBA4	-0.325678627	0.119912736
HLJ1	0.189219049	0.120079629
FAF1	0.197714632	0.120459531
NSG2	0.144080742	0.120537848
RPL13A	-0.45861847	0.121156384
PPT1	-0.19934476	0.121347976
YDR506C	0.101090371	0.121989934
DBP3	-0.293978635	0.122158385
KHA1	-0.142413196	0.122952203
SSM4	0.099112859	0.123186561
GVP36	0.151548624	0.123375229
LSB1	-0.243584424	0.124275371
TRM82	-0.265518077	0.124381827
TOM71	-0.08977278	0.124875183
CCR4	0.121256272	0.125002778
SOG2	0.102816853	0.125596703
CHZ1	0.227627381	0.126745442
KRE2	-0.121054077	0.126866117
GRX1	0.111143252	0.127210886
CHD1	0.133368129	0.127730133
LEU4	-0.107450299	0.128013866
NHP2	-0.276727624	0.128207369
YDR444W	0.137891344	0.128272345
YCR076C	0.135060894	0.128440324
RTC5	0.089390061	0.128571959
MED6	0.12332149	0.12863571
POP4	0.186766071	0.129081226
TIM12	-0.241144661	0.129452946
PRO1	-0.122237241	0.129616342
YDL086W	0.360175936	0.130119178
GEA1	0.095102416	0.130565755
PUN1	-0.241924737	0.130865044
PPZ1	-0.122563126	0.13117177
YDL063C	0.273471754	0.131237245
RIT1	-0.101154139	0.131820133
YSC83	-0.111126842	0.132235749
RCO1	0.15784804	0.132469558
GDS1	0.358433007	0.132689617
ELM1	0.231428564	0.13275765
PEX15	0.04976495	0.132851731
YPS1	-0.112011193	0.132901405
NRM1	-0.152866459	0.133043306
HSP10	0.154723828	0.133133821
TID3	0.152884723	0.133239148
KNS1	-0.082051787	0.133355868
RAD53	0.282971489	0.133429125
REH1	-0.161600706	0.134094764
SAF1	0.181881928	0.13425724
ESC2	0.258114845	0.134397732
YBR287W	-0.346606229	0.134512094
NGR1	0.196960924	0.134671071
HOC1	0.163460361	0.134741831
YHL008C	-0.21206037	0.134998083
ECM18	-0.160033453	0.135435753
YPL113C	0.647267441	0.135489825
ENP2	-0.089591075	0.135582417
YLL007C	-0.128301341	0.135762435
APL5	-0.123296567	0.135914341
YOS1	0.18457931	0.136012452
YLR149C	0.084670447	0.136105008
FAR7	0.127170734	0.136245196
SLI15	0.240388465	0.136715444
NOP2	-0.128260652	0.137047103
YLL058W	-0.097698319	0.137499361
VID27	0.120111268	0.138062539
SRB5	0.106201089	0.138434716
ENB1	-0.242454542	0.13900538
SDS22	0.138009586	0.139081283
NUP53	0.142987866	0.139315005
PRP38	0.077989371	0.140226878
GOT1	0.131333788	0.14040025
YET1	0.236045152	0.14049826
FAR8	0.134220164	0.140549523
ATE1	0.214698312	0.140767395
MRP21	-0.87429574	0.140830311
CDC39	0.037211194	0.141159049
YMR259C	0.151627005	0.141646242
PUS2	0.298209675	0.141714827
YNR048W	-0.168449611	0.141793747
UGA3	0.178164422	0.142068213
COX23	-0.307074458	0.142260396
EPL1	0.159594752	0.142396351
SPP382	0.146326889	0.142719528
TWF1	-0.132388337	0.143138772
SMY1	0.129875411	0.143549859
PUB1	-0.141813	0.143603053
EAR1	-0.106110754	0.14388896
YJU3	0.060865562	0.143976137
JNM1	0.186309481	0.144297709
UBP12	0.146405738	0.144636153
SPG4	0.799731517	0.145569364
SHE1	0.220596222	0.145733167
THG1	0.378824192	0.145813579
AIM1	-0.462151378	0.145865397
MIC14	-0.747086026	0.146033852
YMR226C	-0.180844098	0.147427709
BUB2	0.200784497	0.147511962
PUS4	-0.099772489	0.147651775
APN1	0.06165245	0.149101837
OPI1	-0.168356467	0.14937565
ZDS2	-0.097030504	0.149521466
MAK32	0.163157667	0.149721766
YKL047W	0.113457266	0.149867711
RLP7	-0.112017754	0.149978906
MET4	0.206631766	0.15010382
YCK3	0.099304071	0.150234233
YIR035C	0.290464013	0.150364418
BGL2	0.513187345	0.151784211
IKS1	0.13051715	0.152094447
NST1	0.104538827	0.152194932
RRS1	0.228207208	0.152867207
MMM1	0.105017293	0.153003623
YGL036W	-0.053793398	0.153156136
TRP5	-0.06434475	0.153838316
YPL067C	-0.063637178	0.154170081
HNT2	0.160010103	0.154968462
TMA46	-0.124446583	0.155047109
THP2	0.152630785	0.155720041
YKL065W-A	-0.487379243	0.155982384
COF1	0.314409626	0.156059783
ERV1	-0.135001497	0.156284996
HSP78	-0.153613377	0.157050106
PEX27	0.143593933	0.157238576
CIA1	0.345830958	0.157450673
CPD1	0.357007638	0.157541812
MED7	0.181235745	0.157681788
MED2	0.158432535	0.158170806
CRG1	0.21901516	0.159052485
FKH2	-0.121806082	0.159177424
NUP85	0.140373801	0.159247904
EMI5	-0.184147919	0.159334772
AVT7	0.185102327	0.159454173
TPM1	-0.167593973	0.159796912
SWC3	0.220028299	0.160038026
BOP3	-0.110182047	0.160415851
YLR241W	0.121842768	0.160515415
MIC17	-0.693242656	0.161114784
SCM4	0.429129926	0.161358096
RRN6	0.212048892	0.161524763
TRM5	0.049949695	0.161631657
RPS30A	-0.418662521	0.161864663
BUR6	0.106679382	0.162029695
APA2	-0.094702318	0.162109939
SLM4	0.105170332	0.162629979
SMB1	0.090770991	0.163513314
RGC1	-0.121151535	0.163825032
NHA1	0.129419065	0.164255887
DGK1	0.11568362	0.166009141
ASP1	-0.244911314	0.166070313
CUE2	0.086423851	0.166389349
RPL17B	-0.293821671	0.16709442
SNT2	0.218639843	0.167329656
NMA111	0.105691126	0.167500426
ESC8	0.064759006	0.168559822
MNN11	0.06836023	0.169012463
LYP1	-0.114744805	0.169222812
EAP1	0.156258988	0.169331521
YOL107W	0.136156389	0.169439273
TVP18	0.11288007	0.169509935
SPA2	0.123463972	0.169683767
ALB1	-0.102062614	0.16998511
RTC6	-1.076199793	0.170277284
SPC24	0.173485663	0.170456246
YOR262W	0.115520767	0.170613473
RTT106	0.111428555	0.171142009
KTR1	-0.106089616	0.171348232
WHI5	0.175161313	0.171475071
DYN3	0.09070683	0.171739413
EAF7	0.101720619	0.17275433
DSF2	0.133715693	0.173095382
YOL098C	-0.120309115	0.173647058
YDL180W	-0.104459294	0.173993764
YPR010C-A	-1.882662477	0.174080708
YOR352W	0.078878908	0.174242083
PRP46	0.219457135	0.174504579
SLF1	-0.140431606	0.1745646
YML037C	0.131792586	0.174649816
GPI16	0.167356395	0.175209901
YHR003C	0.053737817	0.175442413
MET1	0.151572122	0.1758024
RIB2	-0.079644661	0.175883944
YPL225W	0.077383312	0.175959025
YOR390W	0.10113466	0.176277715
SBP1	0.072433307	0.17707762
ELP4	0.121434721	0.177426483
YMR181C	-0.225925093	0.177552901
GAS5	-0.453296218	0.177727396
NSR1	-0.179790685	0.177937177
FRS1	-0.181501684	0.178529231
VPS62	0.264226159	0.179074092
RRB1	0.068968219	0.17957
APL6	-0.115016072	0.17964181
GRX6	0.108931162	0.179704388
GAL4	0.135546676	0.179877702
PSA1	-0.481662254	0.180174886
SEC7	-0.041997316	0.181394737
SNX41	0.144355198	0.182025876
ZUO1	0.097242502	0.183016114
HHO1	-0.089721892	0.183078533
YLL054C	-0.092146186	0.183613204
YHR020W	-0.139379085	0.183763315
PRP22	-0.096807274	0.183918683
ELO1	0.108919205	0.184704886
TMA7	-0.237813826	0.184801341
YUR1	0.178805353	0.184958986
GON7	-0.257777613	0.185594003
YPR172W	0.403038635	0.185856552
CHS2	0.090536552	0.186655523
YOR131C	0.080140725	0.187268962
PTR3	-0.194299569	0.188250245
MUD2	0.09968816	0.188399467
SPT14	0.192347098	0.188463612
YNR029C	-0.098070543	0.188819891
PTI1	0.122545181	0.189036053
YSP3	0.560260349	0.189537911
YJL068C	0.188818353	0.189775101
NCB2	0.15403957	0.189900569
RAT1	0.089971073	0.190202961
SPC34	0.124320849	0.190337831
CGI121	0.131033118	0.190410076
OPY1	0.201648508	0.190495044
PIL1	0.118019822	0.190865092
YBR053C	0.127272685	0.191626654
TOD6	0.196414729	0.192030676
MRS1	-0.231986409	0.192434384
ALG13	0.109184779	0.192498553
PBP2	0.236351967	0.192935478
YMR111C	0.088746245	0.193123149
YMR134W	0.109871809	0.193751927
GMH1	0.118878812	0.194705848
IGO1	0.074200691	0.194838516
GFD1	-0.146142354	0.195201402
POP5	0.080600746	0.196492045
ADE4	0.245762296	0.196872408
YMR209C	0.077577177	0.197163071
RSC4	0.080259486	0.197794673
SVF1	0.230856424	0.19789507
YHP1	-0.252962483	0.198814337
LSG1	-0.108651804	0.199720437
YKR041W	0.234337945	0.199945346
HAP3	-0.22251231	0.201382179
COA3	-0.124897678	0.201731069
LSB3	0.087257372	0.202217825
MCA1	-0.121296781	0.203046984
ECM10	-0.085088916	0.204263147
RIB7	0.182209672	0.204447735
CBR1	0.088535378	0.204723499
YFL034W	0.08878157	0.205168523
NRP1	-0.122322641	0.205393607
VAM6	0.131238145	0.206160409
AGP1	-0.230530791	0.206466271
ACM1	-0.199189822	0.206564624
MFB1	0.094794452	0.207100374
MET12	0.056589702	0.207220319
MTW1	0.231478845	0.207346143
HDA2	0.151221326	0.207495248
VIK1	-0.141082898	0.207645928
KAP123	-0.071705663	0.207786798
POG1	0.163358025	0.208125271
ADE16	-0.06596148	0.208201781
POM152	0.127786235	0.208862228
YBR056W	0.087432415	0.209221684
SPB4	-0.047801678	0.209531924
NPR1	0.142971038	0.210451312
URH1	0.20008156	0.210523567
SEC63	0.125481844	0.211080566
MNP1	0.358845226	0.211257487
PUT4	-0.224914083	0.211631128
YCR087C-A	0.23117256	0.212370884
DIM1	0.077670119	0.213173265
SNM1	0.146973748	0.214806442
YDL206W	-0.153774339	0.215540545
PPX1	-0.086769599	0.215783539
CDC1	-0.090016799	0.21676157
MRT4	-0.104792626	0.216940831
SHR3	0.26019894	0.217740276
HRK1	-0.071885841	0.218304928
PIH1	-0.186192274	0.218534119
YKL063C	0.146138881	0.218614969
DBP7	0.0923643	0.219216547
EXG1	-0.263981843	0.219592781
GRX3	0.090649797	0.219789458
YCL049C	-0.247927767	0.219952285
NSP1	-0.119883648	0.220083058
NOG1	-0.079600671	0.220784408
GPI2	-0.313020887	0.220972814
YFR016C	0.072595716	0.221485405
YNL050C	-0.13826887	0.221915621
TYE7	-0.072874325	0.222003208
YDR370C	0.119350784	0.22217245
HST1	-0.138795239	0.222334921
POF1	-0.101222455	0.222764638
YMR010W	-0.127512063	0.223100543
SIR4	0.127460781	0.22353438
NOC3	0.054957518	0.223728839
RPS26B	-0.518420991	0.224517314
TRL1	-0.104246176	0.225089614
MET3	0.157846719	0.225709823
SRF1	0.244397748	0.225935783
PBP1	-0.132942606	0.226241403
DID2	-0.072561211	0.226714838
BMH2	0.047056387	0.227049219
TDA3	-0.10101164	0.22716078
SCW11	1.078560699	0.228750009
TEF2	-0.306224227	0.229263654
PRP31	0.056186035	0.229358272
ICT1	0.067381781	0.230051556
KTR6	-0.178333944	0.23345304
VPS52	-0.185425468	0.233546473
TAO3	0.033789772	0.233734659
YMR310C	-0.132979764	0.233871859
GYL1	0.082430654	0.234035353
RSE1	0.08689564	0.234131142
PSE1	-0.073551041	0.234230414
RIM21	-0.1353395	0.23438964
NVJ1	-0.071353316	0.235563069
MAK11	-0.146204098	0.235707683
ROM2	0.075640014	0.235885139
LST7	0.102486452	0.236163579
ATP23	-0.614130983	0.236315231
YPR071W	0.070614883	0.23643474
MET8	0.110500407	0.236575917
SCY1	0.062189162	0.236990357
ARG1	0.113645727	0.237099967
TOM22	-0.18078034	0.238192563
CAJ1	0.137844417	0.23851087
RPC37	-0.13885955	0.238860534
ORC6	0.100059351	0.239087326
RRD1	-0.160064548	0.239788859
BCK2	-0.282427998	0.240383982
KIN3	-0.080129466	0.241008433
RPL9A	-0.446435317	0.241203866
KIP3	-0.12436233	0.242136966
DBP5	-0.069909276	0.242546662
PEX8	0.092965298	0.242675555
RIB3	0.138890497	0.243357721
CWC24	0.329124096	0.243614752
NBL1	-0.373425215	0.243782936
YDR338C	-0.227747006	0.243966054
YKR017C	-0.122864733	0.244239911
BUD4	-0.095901123	0.244553633
YLF2	0.045221926	0.244814612
HIS1	-0.067536658	0.245038328
TAP42	0.06464762	0.246013802
YBR259W	0.128210518	0.24634392
PAN5	-0.238785131	0.246668114
ECM1	0.099573394	0.24705768
TMA64	-0.056780944	0.247669365
APP1	-0.07704256	0.247829456
YMR074C	-0.169950488	0.247960119
SUA5	0.069341555	0.248198204
TGL5	-0.058241774	0.24840405
RRP17	-0.066821447	0.248542638
YNL247W	-0.180994784	0.248689169
GIM5	-0.093014947	0.248893058
SLH1	0.041161662	0.249094498
DLT1	0.224642595	0.249436746
RPL24B	-0.773523993	0.24964409
INO2	0.143247166	0.249950471
TPM2	-0.297660443	0.250435592
PTH2	0.035286603	0.251303542
FCY1	0.098981586	0.251626963
DTD1	0.176555584	0.251831347
SWD2	-0.105848638	0.253186929
EMP70	-0.089772136	0.253369817
YNL108C	0.108715664	0.253496641
SPP381	0.231425721	0.253795598
MTF1	-0.195511934	0.253955632
RPL14A	-0.60487077	0.254160591
HTS1	-0.06531286	0.254798237
SKT5	-0.07500649	0.255382718
NIP7	0.095250897	0.255534134
CEX1	-0.074359254	0.255854527
PER1	0.124012921	0.256084894
MNN9	0.14362462	0.257556447
LOT6	0.120804309	0.258326359
HPT1	0.302151151	0.259052242
PEX6	0.069993467	0.259216496
NAF1	0.125467784	0.260049926
YIH1	0.188032027	0.260167201
YKL033W-A	0.184188147	0.260932849
VPS51	0.118274675	0.261043078
RIM101	-0.175516516	0.261748447
TAT2	0.121721327	0.263663886
MRP8	0.084848087	0.263991508
CAF4	0.051058144	0.264098175
SNU56	0.11965229	0.264904829
RIB4	-0.229008446	0.265322306
SAE2	0.110185993	0.265542345
YEF1	0.1961618	0.265729588
RNH202	-0.076938948	0.266204174
UBX4	0.089878866	0.267387247
FMP32	0.101243478	0.267604096
YFH7	0.231943069	0.268042366
NBP35	-0.419466761	0.268252373
MVB12	-0.150624897	0.26853909
YMR244C-A	-0.155451984	0.26879802
YLR446W	0.150093139	0.269091536
TAE2	0.086367747	0.269199665
HIP1	-0.179285208	0.269407552
BBP1	0.133734223	0.26998244
YCH1	0.125986376	0.27049214
UIP3	-0.114469649	0.270968412
HEK2	-0.099029608	0.271457768
TIP41	0.118784023	0.271613292
ERG8	0.097058343	0.27169607
CSM3	-0.136924049	0.271806655
SLX4	0.063882847	0.27196954
YBL028C	-0.157485793	0.272267199
CNL1	0.199482516	0.272797381
TAE1	0.091893239	0.273310764
YMR124W	-0.137558252	0.273759379
SNF5	0.092724514	0.27388123
ECM32	0.032743223	0.274279908
TOM5	-0.199382696	0.275264625
GCR2	0.092318143	0.275823311
SIM1	0.695228843	0.276634962
RAD2	0.072959022	0.277013217
RFM1	0.094302764	0.27714366
TCO89	0.095947114	0.277994298
CEF1	0.121726926	0.278522862
REI1	-0.088821767	0.279366012
SRB4	0.106336987	0.279655475
NAP1	-0.106286813	0.280118954
HTL1	-0.145137735	0.280329878
NOP16	-0.160743683	0.280675759
KTR3	0.065404961	0.281076291
AIM3	0.087897216	0.281167118
LPX1	-0.137217229	0.281483656
PPS1	0.331241162	0.281574365
NSE5	0.081755651	0.281916885
TAF8	0.084294242	0.282354171
TED1	0.09548246	0.283219075
PZF1	0.065829097	0.284090843
RMR1	0.22089706	0.284941896
ELG1	0.06158406	0.286091822
YMR252C	0.254606419	0.286865208
MPP6	-0.124307269	0.287758898
TOP3	0.102028417	0.287881338
LAS17	0.092851582	0.288129486
CMK1	0.071152963	0.288708732
COG5	0.054773212	0.289493307
IML1	0.050955315	0.290080211
YPL108W	0.148422313	0.290215834
ZRG17	0.071366858	0.290483754
NET1	0.081037125	0.290929638
YLR363W-A	-0.113101745	0.292554863
RPS7B	-0.252673371	0.292654281
NSG1	-0.083973096	0.292958438
YDR333C	0.065071954	0.293618808
URB2	0.118926867	0.293825892
ARG81	0.151701911	0.293978374
RSA3	0.054850382	0.294697439
YGL185C	0.210494482	0.295343236
YPL066W	0.082152296	0.295508742
URA5	-0.111423663	0.29562464
COA4	-0.115078234	0.295855243
RHB1	0.118569812	0.296511763
IBD2	0.238926132	0.297068481
TFC7	0.05327357	0.297325654
RPS0B	-0.240714687	0.297490331
YPI1	0.091685114	0.297897656
RBD2	-0.086403002	0.298260819
