Geneid	Length
YJL087C	2608
YJL085W	1992
YJL084C	3416
YJL083W	2192
YJL082W	2504
YJL081C	1856
YJL080C	4016
YJL079C	1240
YJL078C	3144
YJL077W-B	3256
YJL077C	396
YJL076W	4000
YJL074C	3848
YJL073W	2152
YJL072C	1280
YJL071W	1872
YJL070C	2824
YJL069C	1936
YJL068C	1040
YJL066C	960
YJL065C	728
YJL063C	832
YJL062W-A	472
YJL062W	2664
YJL061W	3224
YJL060W	1448
YJL059W	1320
YJL058C	1984
YJL057C	2160
YJL056C	2715
YJL055W	880
YJL054W	1541
YJL053W	1416
YJL052C-A	120
YJL052W	1200
YJL051W	2624
YJL050W	3328
YJL049W	1400
YJL048C	1512
YJL047C-A	320
snR60	104
YJL047C	2696
YJL046W	1512
tY(GUA)J1	75
tR(UCU)J1	72
tD(GUC)J2	72
YJL045W	2376
YJL044C	1680
YJL043W	884
YJL042W	4392
YJL041W	2658
YJL039C	5576
tD(GUC)J3	72
tR(UCU)J2	72
YJL038C	1928
YJL037W	760
tV(AAC)J	74
YJL036W	1464
YJL035C	824
YJL034W	2280
YJL033W	2440
YJL031C	1113
YJL030W	776
YJL029C	2552
tM(CAU)J1	73
YJL028W	336
YJL027C	417
YJL026W	1496
YJL025W	1664
YJL024C	827
tG(GCC)J1	71
YJL023C	1136
YJL020C	3608
YJL019W	2049
YJL016W	1686
YJL014W	1936
YJL013C	1646
YJL012C	2272
YJL011C	744
tK(CUU)J	73
tW(CCA)J	72
YJL010C	2064
YJL008C	1936
tM(CAU)J2	73
YJL006C	1112
tL(UAA)J	84
YJL005W	6296
YJL004C	858
YJL003W	608
YJL002C	1624
YJL001W	900
YJR001W	2009
YJR002W	2168
YJR003C	1632
YJR004C	2864
YJR005W	2416
YJR005C-A	282
YJR006W	1552
YJR007W	1224
YJR008W	1264
YJR009C	1200
YJR010W	1712
YJR010C-A	560
YJR011C	888
YJR012C	735
YJR013W	1368
YJR014W	776
YJR015W	1712
YJR016C	1952
YJR017C	760
YJR019C	1152
YJR021C	1072
YJR022W	378
YJR024C	760
YJR025C	696
YJR030C	2293
YJR031C	4416
YJR032W	1296
YJR033C	4192
YJR034W	488
YJR035W	3496
YJR036C	3040
YJR039W	3608
YJR040W	2416
YJR041C	3824
YJR042W	2360
YJR043C	1256
tM(CAU)J3	72
YJR044C	776
YJR045C	2176
YJR046W	1912
tS(AGA)J	82
YJR047C	624
YJR048W	576
YJR049C	1840
YJR050W	992
YJR051W	1632
tG(GCC)J2	71
YJR052W	1760
YJR053W	2040
YJR054W	1688
tR(CCU)J	72
YJR055W	912
tD(GUC)J4	72
YJR056C	1080
tY(GUA)J2	75
YJR057W	736
YJR058C	744
YJR059W	2736
YJR060W	1816
YJR061W	3024
YJR062C	2536
YJR063W	568
YJR064W	1840
YJR065C	1592
YJR066W	7528
YJR067C	1432
YJR068W	1184
YJR069C	752
YJR070C	1144
YJR072C	1272
YJR073C	760
YJR074W	785
YJR075W	1416
YJR076C	1448
YJR077C	1248
YJR078W	1362
YJR079W	330
YJR080C	1440
YJR082C	648
YJR083C	1088
YJR084W	1568
YJR085C	472
YJR086W	333
YJR088C	1168
YJR089W	3000
YJR090C	3808
YJR091C	3624
YJR092W	4525
YJR093C	1080
YJR094C	1392
YJR094W-A	765
YJR095W	1424
YJR096W	1000
YJR097W	720
YJR098C	2147
YJR099W	952
YJR100C	1136
tL(UAG)J	82
YJR101W	1032
YJR102C	880
YJR103W	1873
YJR104C	872
YJR105W	1112
YJR106W	2178
YJR107W	987
YJR108W	847
YJR109C	3552
YJR110W	2304
YJR111C	992
YJR112W	744
YJR112W-A	439
YJR113C	912
YJR115W	1165
YJR116W	840
YJR117W	1512
YJR118C	784
YJR119C	2368
YJR120W	351
YJR121W	1536
YJR122W	1648
YJR123W	888
YJR124C	1784
YJR125C	1408
YJR126C	2503
YJR127C	4200
snR3	194
YJR129C	1336
YJR130C	2104
YJR131W	2056
YJR132W	3432
YJR133W	776
YJR134C	2200
YJR135C	784
YJR135W-A	568
YJR136C	1400
YJR137C	4656
YJR138W	4771
YJR139C	1344
YJR140C	5152
YJR141W	1216
YJR142W	1384
YJR143C	2576
YJR144W	928
YJR145C	1064
YJR147W	1077
YJR148W	1208
YJR149W	1792
YJR150C	897
YJR151C	5424
YJR151W-A	54
YJR152W	3152
YJR153W	1528
YJR154W	1824
YJR155W	867
YJR156C	1023
YJR158W	1704
YJR159W	1074
YJR160C	1809
YJR161C	1152
YKL224C	372
YKL222C	2424
YKL221W	1496
YKL220C	4807
YKL219W	1397
YKL218C	1368
YKL217W	2112
YKL216W	1312
YKL215C	4088
YKL214C	880
YKL213C	2240
YKL212W	2184
YKL211C	1752
snR64	101
YKL210W	3248
YKL209C	3979
tT(CGU)K	72
YKL208W	1040
YKL207W	888
YKL206C	936
YKL205W	3544
YKL204W	2064
YKL203C	7609
YKL201C	3920
YKL198C	2183
YKL197C	3502
tN(GUU)K	74
YKL196C	752
YKL195W	1408
YKL194C	1640
YKL193C	1080
YKL192C	600
YKL191W	1704
YKL190W	916
tL(UAA)K	84
YKL189W	1576
YKL188C	2751
YKL187C	2349
YKL186C	1096
YKL185W	2208
YKL184W	1784
YKL183C-A	213
YKL183W	1256
YKL182W	6784
YKL181W	1656
YKL180W	600
YKL179C	2336
YKL178C	1992
YKL176C	2944
YKL175W	1728
YKL174C	2032
YKL173W	3192
YKL172W	1440
YKL171W	3152
YKL170W	688
YKL168C	2336
YKL167C	576
YKL166C	1592
YKL165C	3008
tE(UUC)K	72
YKL164C	1640
YKL163W	1176
YKL162C	1400
YKL161C	1832
YKL160W	568
YKL159C	684
YKL157W	3072
YKL156W	466
YKL155C	1936
YKL154W	872
tR(UCU)K	72
YKL152C	912
YKL151C	1432
YKL150W	1183
YKL149C	1336
YKL148C	2251
YKL146W	2216
YKL145W	1640
YKL144C	744
YKL143W	1584
YKL142W	880
YKL141W	760
YKL140W	2168
YKL139W	1816
YKL138C-A	560
YKL138C	632
YKL137W	590
YKL135C	2480
YKL134C	2558
YKL133C	1504
YKL132C	1680
YKL130C	952
YKL129C	3902
YKL128C	1080
tK(CUU)K	73
YKL127W	1904
YKL126W	2280
YKL125W	2184
YKL124W	1896
YKL122C	632
YKL121W	2824
YKL120W	1280
YKL119C	872
tA(AGC)K1	73
YKL117W	808
YKL116C	1888
YKL114C	1224
YKL113C	1312
YKL112W	2400
YKL110C	1448
YKL109W	2352
YKL108W	1536
YKL106C-A	1480
YKL107W	1192
YKL106W	1544
YKL105C	3856
YKL104C	2672
YKL103C	1857
YKL101W	4984
YKL100C	2024
YKL099C	921
YKL098W	1320
YKL096C-B	150
YKL096W-A	432
YKL096W	848
YKL095W	1216
YKL094W	1120
YKL093W	1440
YKL092C	3488
YKL091C	1024
YKL090W	1384
YKL089W	1920
YKL088W	1944
YKL087C	960
YKL086W	920
YKL085W	1376
YKL084W	384
YKL082C	1528
YKL081W	1538
snR38	95
YKL080W	1376
YKL079W	2152
YKL078W	2240
YKL077W	1560
YKL075C	1512
YKL074C	1688
YKL073W	2736
YKL072W	2951
tW(CCA)K	72
YKL071W	1792
YKL070W	510
YKL069W	616
tV(AAC)K1	74
YKL068W-A	608
YKL068W	3104
tH(GUG)K	72
YKL067W	800
YKL065W-A	222
YKL065C	816
YKL064W	3208
YKL063C	840
YKL062W	2288
YKL061W	568
YKL060C	1264
YKL059C	1552
YKL058W	728
YKL057C	3240
YKL056C	912
YKL055C	1024
YKL054C	2568
YKL053C-A	416
YKL052C	992
YKL051W	1696
YKL050C	3128
YKL049C	840
YKL048C	2000
YKL047W	1752
YKL046C	1824
YKL045W	1792
YKL043W	1704
YKL042W	1416
YKL041W	1008
YKL040C	1048
YKL039W	1977
snR69	101
YKL038W	4056
YKL037W	357
YKL035W	1768
YKL034W	2440
YKL033W-A	920
YKL033W	3480
tV(AAC)K2	74
YKL032C	2064
YKL029C	2232
YKL028W	1608
YKL027W	1640
YKL026C	594
YKL025C	2128
YKL024C	615
YKL023C-A	228
YKL023W	896
YKL022C	2547
YKL021C	1417
YKL020C	3336
YKL019W	1160
YKL018C-A	536
YKL018W	1120
YKL017C	2176
YKL016C	712
YKL015W	3168
YKL014C	5456
YKL013C	808
YKL012W	1912
YKL011C	1272
YKL010C	4656
YKL009W	856
YKL008C	1592
YKL007W	984
YKL006C-A	487
snR87	109
YKL006W	714
YKL005C	2112
YKL004W	1696
YKL003C	568
YKL002W	996
YKL001C	840
YKR001C	2408
YKR002W	2016
YKR003W	1480
YKR004C	1240
YKR005C	1971
YKR006C	928
YKR007W	600
YKR008W	2120
YKR009C	2881
tL(CAA)K	82
YKR010C	2552
YKR011C	1336
YKR013W	1280
YKR014C	1080
YKR015C	2381
YKR016W	1912
YKR017C	2152
YKR018C	2328
YKR019C	2016
YKR020W	776
YKR021W	2984
YKR022C	1192
YKR023W	1712
YKR024C	2432
YKR025W	992
YKR026C	1216
tR(ACG)K	73
YKR027W	2480
YKR028W	3577
YKR029C	2296
YKR030W	1136
YKR031C	5184
YKR034W	937
YKR035W-A	752
YKR036C	1953
YKR037C	984
YKR038C	1312
tD(GUC)K	72
YKR039W	1992
tA(AGC)K2	73
YKR041W	1120
YKR042W	1528
YKR043C	936
YKR044W	1552
YKR045C	640
YKR046C	944
YKR048C	1416
YKR049C	534
YKR050W	3656
YKR051W	1472
YKR052C	1360
YKR053C	1368
YKR054C	12528
YKR055W	1184
YKR056W	1923
YKR057W	574
YKR058W	1936
YKR059W	1536
YKR060W	952
YKR061W	1816
snR42	351
YKR062W	1272
YKR063C	1744
YKR064W	2680
YKR065C	800
YKR066C	1224
YKR067W	2536
YKR068C	728
YKR069W	1960
YKR070W	1328
YKR071C	1384
YKR072C	1984
tK(UUU)K	73
YKR074W	720
YKR075C	1064
YKR076W	1328
YKR077W	1200
YKR078W	1832
YKR079C	2778
YKR080W	1296
YKR081C	1112
YKR082W	3576
YKR083C	552
YKR084C	2032
YKR085C	688
YKR086W	3512
YKR087C	1169
YKR088C	1136
YKR089C	3000
YKR090W	2432
YKR091W	1089
YKR092C	1688
YKR093W	2189
YKR094C	648
YKR095W	5960
YKR095W-A	453
YKR096W	3960
YKR097W	1873
YKR098C	2275
YKR099W	2711
YKR100C	1960
YKR101W	2200
YKR102W	7088
YKR103W	6256
YKR104W	1016
YKR105C	1749
YKR106W	1848
YLL067C	3653
YLL066W-B	171
YLL066C	3618
YLL064C	363
YLL063C	1443
YLL062C	1208
YLL061W	2032
YLL060C	1808
YLL058W	1904
YLL057C	1461
YLL056C	2520
YLL055W	2112
YLL054C	2969
YLL053C	459
YLL052C	450
YLL051C	2400
YLL050C	573
YLL049W	632
YLL048C	5272
YLL046C	750
YLL045C	992
YLL043W	2216
YLL042C	608
YLL041C	1176
YLL040C	9552
YLL039C	1408
YLL038C	1256
YLL036C	1648
YLL035W	2168
YLL034C	2728
YLL033W	1320
YLL032C	2704
YLL031C	3176
YLL029W	2512
YLL028W	2368
YLL027W	1072
YLL026W	2984
tP(UGG)L	72
YLL025W	2504
YLL024C	2136
YLL023C	944
YLL022C	1304
YLL021W	4592
YLL019C	2214
YLL018C-A	297
YLL018C	1960
YLL015W	4872
YLL014W	496
YLL013C	3360
YLL012W	1824
YLL011W	1560
YLL010C	1896
YLL009C	376
YLL008W	2472
YLL007C	2264
YLL006W-A	177
YLL006W	2696
YLL005C	2607
YLL004W	1920
YLL003W	2960
YLL002W	1392
YLL001W	2480
YLR001C	2626
YLR002C	2200
YLR003C	1064
YLR004C	1928
YLR005W	1640
YLR006C	2328
YLR007W	1128
YLR008C	880
YLR009W	896
YLR010C	584
tS(AGA)L	82
YLR011W	960
YLR012C	300
YLR013W	426
YLR014C	2952
YLR015W	2136
YLR016C	661
YLR017W	1064
YLR018C	1112
YLR019W	1752
YLR020C	1968
YLR021W	600
YLR022C	824
YLR023C	2296
YLR024C	6174
YLR025W	1024
YLR026C	1160
YLR027C	1400
snR30	606
YLR028C	2120
YLR029C	824
YLR030W	792
YLR031W	561
YLR032W	3600
YLR033W	1776
YLR034C	1872
YLR035C	2208
tA(UGC)L	73
YLR036C	1040
YLR037C	440
YLR038C	640
YLR039C	3240
YLR040C	785
YLR042C	1496
YLR043C	576
YLR044C	1928
YLR045C	2984
YLR046C	849
YLR047C	2346
YLR048W	1105
YLR049C	1608
YLR050C	672
YLR051C	768
YLR052W	968
YLR053C	342
YLR054C	2295
YLR055C	1920
YLR056W	1384
YLR057W	2680
YLR058C	1648
YLR059C	1088
YLR060W	1944
YLR061W	539
YLR063W	1228
YLR064W	952
YLR065C	704
YLR066W	704
YLR067C	3072
YLR068W	592
YLR069C	2400
YLR070C	1216
YLR071C	3408
YLR072W	2184
YLR073C	760
YLR074C	664
YLR075W	848
YLR077W	1960
YLR078C	895
YLR079W	1032
YLR080W	1424
YLR081W	2120
YLR082C	1248
YLR083C	2440
YLR084C	3808
YLR085C	1464
YLR086W	4632
YLR087C	9208
YLR088W	2120
YLR089C	2312
YLR090W	1544
YLR091W	1280
YLR092W	2785
YLR093C	1019
YLR094C	1704
YLR095C	2536
YLR096W	3792
YLR097C	1328
YLR098C	1976
YLR099C	1360
YLR099W-A	400
YLR100W	1216
YLR102C	952
YLR103C	2048
YLR104W	464
YLR105C	1272
snR79	84
YLR106C	15048
YLR107W	1360
snR6	112
YLR108C	1664
YLR109W	784
YLR110C	608
YLR113W	1583
tR(ACG)L	73
YLR114C	2664
YLR115W	2728
YLR116W	1712
YLR117C	2288
YLR118C	840
YLR119W	715
YLR120C	2200
YLR121C	1728
YLR125W	1784
YLR126C	968
YLR127C	2752
YLR128W	985
YLR129W	3016
YLR130C	1720
YLR131C	2313
YLR132C	873
YLR133W	1904
YLR134W	2224
YLR135W	2360
YLR136C	948
YLR137W	1136
YLR138W	3192
YLR139C	2096
YLR141W	1092
YLR142W	1552
tD(GUC)L1	72
YLR143W	2280
YLR144C	2472
YLR145W	621
YLR146C	1032
YLR146W-A	328
YLR147C	368
YLR148W	2928
YLR149C	2262
YLR150W	1256
YLR151C	1048
YLR152C	2032
YLR153C	2392
YLR154C	440
tQ(UUG)L	72
RDN37-1	5354
RDN25-1	3396
YLR154W-C	375
RDN58-1	158
RDN18-1	1800
RDN5-1	121
RDN37-2	5354
RDN25-2	3396
YLR154C-G	150
RDN58-2	158
RDN18-2	1800
RDN5-2	119
YLR154C-H	132
YLR155C	1089
YLR156W	345
RDN5-3	119
YLR156C-A	132
YLR157C	1089
YLR157W-D	213
YLR157W-E	165
RDN5-4	119
YLR157C-C	132
YLR158C	1089
YLR159W	345
RDN5-5	119
YLR159C-A	132
YLR160C	1089
YLR161W	345
RDN5-6	121
YLR162W	357
YLR162W-A	189
YLR163C	1560
YLR164W	944
YLR165C	840
YLR166C	2664
YLR167W	696
YLR168C	856
YLR170C	768
YLR172C	1072
YLR173W	2184
YLR174W	1294
YLR175W	1688
YLR176C	2447
YLR177W	2640
YLR178C	968
YLR179C	824
YLR180W	1552
YLR181C	1224
YLR182W	2624
YLR183C	1776
YLR185W	441
YLR186W	936
YLR187W	3328
YLR188W	2480
YLR189C	3744
YLR190W	2272
YLR191W	1320
YLR192C	1200
YLR193C	760
YLR194C	1016
YLR195C	1496
YLR196W	2000
YLR197W	1736
YLR199C	1106
YLR200W	632
YLR201C	880
YLR203C	1512
YLR204W	568
YLR205C	1560
YLR206W	2144
YLR207W	2624
YLR208W	1384
YLR209C	1192
YLR210W	1542
YLR211C	965
YLR212C	1600
YLR213C	1488
YLR214W	2344
YLR215C	1288
YLR216C	1248
YLR218C	579
YLR219W	2584
YLR220W	1272
YLR221C	1032
YLR222C	2576
YLR223C	3624
YLR224W	1576
YLR225C	1336
YLR226W	1680
YLR227C	1984
tL(UAG)L1	82
YLR228C	2808
YLR229C	952
tI(UAU)L	73
YLR231C	1504
YLR233C	2224
YLR234W	2520
YLR237W	2120
YLR238W	1552
YLR239C	1192
YLR240W	2776
YLR241W	2592
YLR242C	1096
YLR243W	992
YLR244C	1240
YLR245C	616
YLR246W	1136
tL(CAA)L	82
YLR247C	4704
YLR248W	2592
YLR249W	3360
YLR250W	888
YLR251W	960
YLR253W	1848
YLR254C	752
YLR256W	4804
tA(AGC)L	73
YLR257W	1288
YLR258W	2512
YLR259C	1960
YLR260W	2288
YLR262C	1040
YLR262C-A	600
YLR263W	3064
YLR264W	1304
YLR264C-A	117
YLR265C	1224
YLR266C	2208
YLR267W	2048
YLR268W	832
YLR270W	1360
YLR271W	1000
YLR272C	3672
tV(AAC)L	74
YLR273C	2544
YLR274W	2544
YLR275W	574
YLR276C	1984
YLR277C	2528
YLR278C	4264
YLR281C	520
YLR283W	995
YLR284C	1016
YLR285W	1064
YLR285C-A	183
YLR286C	1689
YLR287C	1488
YLR287C-A	474
YLR288C	1600
YLR289W	2112
YLR290C	851
YLR291C	1376
YLR292C	848
YLR293C	968
YLR295C	752
YLR297W	1040
YLR298C	952
YLR299W	2424
YLR300W	1744
YLR301W	928
tL(UAG)L2	82
YLR303W	1480
tI(AAU)L1	74
YLR304C	2600
YLR305C	5880
YLR306W	778
YLR307W	1192
YLR307C-A	1016
YLR308W	939
YLR309C	2968
YLR310C	5088
YLR312C	1424
YLR312W-A	984
YLR313C	1968
YLR314C	1752
YLR315W	1352
YLR316C	1108
YLR318W	2709
YLR319C	2480
YLR320W	4432
YLR321C	1672
YLR323C	984
YLR324W	1752
YLR325C	712
YLR326W	928
YLR327C	536
tS(GCU)L	80
YLR328W	1544
YLR329W	795
YLR330W	2208
YLR332W	1728
tD(GUC)L2	72
snR61	90
snR55	98
snR57	88
YLR333C	976
tE(UUC)L	72
YLR335W	2352
YLR336C	2896
YLR337C	2624
YLR340W	1072
YLR341W	1434
YLR342W	5924
YLR342W-A	174
YLR343W	1668
tR(CCG)L	72
YLR344W	705
YLR345W	1728
YLR346C	472
YLR347C	3256
YLR348C	1128
YLR350W	872
YLR351C	928
YLR352W	2640
YLR353W	2448
YLR354C	1200
YLR355C	1792
YLR356W	896
YLR357W	2904
YLR359W	1680
YLR360W	1536
YLR361C	1992
YLR361C-A	392
YLR362W	2432
YLR363C	1272
YLR363W-A	576
YLR364W	960
YLR367W	1101
snR44	211
YLR368W	1960
YLR369W	2184
YLR370C	784
YLR371W	4536
YLR372W	1584
YLR373C	2912
YLR375W	1176
YLR376C	856
YLR377C	1192
tK(UUU)L	73
YLR378C	1864
YLR380W	1424
YLR381W	2400
YLR382C	2904
YLR383W	3560
YLR384C	4201
YLR385C	399
YLR386W	2800
YLR387C	1488
YLR388W	896
snR34	203
YLR389C	3296
YLR390W	624
YLR390W-A	1000
YLR392C	1944
YLR393W	840
YLR394W	1449
YLR395C	624
YLR396C	2312
YLR397C	2504
YLR398C	4080
YLR399C	2440
YLR401C	2105
YLR403W	2880
YLR404W	1032
YLR405W	1248
YLR406C	739
YLR406C-A	150
YLR407W	1129
YLR408C	527
YLR409C	2944
YLR410W	3504
YLR411W	726
YLR412W	1937
YLR412C-A	207
YLR413W	2232
YLR414C	792
YLR415C	339
YLR417W	1880
YLR418C	1568
YLR419W	4456
tL(UAA)L	84
YLR420W	1256
YLR421C	752
YLR422W	5984
YLR423C	1656
YLR424W	2280
tN(GUU)L	74
YLR425W	4160
YLR426W	1041
YLR427W	2264
YLR429W	2240
YLR430W	7032
YLR431C	1944
YLR432W	1808
YLR433C	2040
YLR435W	984
YLR436C	4144
YLR437C	656
YLR438W	1328
YLR438C-A	512
YLR439W	1112
YLR440C	2544
YLR441C	1056
YLR442C	3000
YLR443W	1600
YLR445W	567
YLR446W	1976
YLR447C	1248
YLR448W	888
YLR449W	1360
YLR450W	3447
YLR451W	3031
YLR452C	2863
YLR453C	1416
YLR454W	8072
tI(AAU)L2	74
YLR455W	1496
YLR456W	944
YLR457C	1071
YLR459W	1760
YLR460C	1131
YLR461W	363
YLR462W	609
YLR464W	651
YLR466W	4149
YLR466C-B	117
YLR467W	5391
YML133C	4125
YML132W	1140
YML131W	1296
YML130C	1832
YML129C	424
YML128C	1808
YML127W	1856
YML126C	1675
YML125C	1048
YML124C	1414
YML123C	1912
YML121W	1216
YML120C	1968
YML119W	1152
YML118W	1872
YML117W	3752
YML116W	1816
YML115C	1896
YML114C	1736
YML113W	904
YML112W	992
YML111W	3008
YML110C	1256
YML109W	2944
YML108W	592
YML107C	1056
YML106W	1152
YML105C	880
YML104C	3496
YML103C	5088
snR85	171
YML102W	1488
YML101C	496
YML100W-A	432
YML100W	3456
YML099C	2760
YML098W	696
YML097C	1480
YML096W	1696
YML095C	1240
YML094W	621
YML093W	2792
YML092C	936
YML091C	3912
YML088W	2144
YML087C	1048
YML086C	1848
YML085C	1532
YML083C	1257
YML082W	2144
YML081C-A	416
YML081W	3944
YML080W	1416
YML079W	606
YML078W	549
YML077W	600
YML076C	2872
YML075C	3552
YML074C	1376
YML073C	572
YML072C	4976
YML071C	1936
tR(UCU)M2	72
YML070W	1832
YML069W	1728
YML068W	1808
YML067C	1227
YML066C	1574
YML065W	3000
YML064C	1008
YML063W	928
YML062C	1280
YML061C	2784
YML060W	1352
YML059C	5112
YML058W-A	237
YML058W	648
YML057W	2000
YML056C	1800
snR54	86
YML055W	608
YML054C	1809
YML054C-A	159
tY(GUA)M1	75
YML053C	904
YML052W	1000
YML051W	1480
YML050W	1048
YML049C	4108
YML048W	1504
YML047C	1059
YML046W	2040
tG(GCC)M	71
YML043C	1712
YML042W	2013
YML041C	984
tP(UGG)M	72
YML038C	1680
YML037C	1224
YML036W	578
YML035C	2928
YML034W	2690
YML032C	1584
YML031W	2088
YML030W	744
YML029W	2760
YML028W	752
YML027W	1320
YML026C	783
YML025C	997
YML024W	570
YML023C	1872
YML022W	936
YML021C	1248
YML020W	2288
YML019W	1272
YML018C	1440
YML017W	2150
YML016C	2392
YML015C	1160
YML014W	848
YML013W	2024
YML012W	784
YML011C	712
YML010W	3480
YML009C	528
YML008C	1256
YML007C-A	211
YML007W	2344
YML006C	2482
tS(AGA)M	82
YML005W	1445
YML004C	1176
YML003W	873
YML002W	2214
YML001W	824
YMR001C	2118
YMR001C-A	231
YMR002W	704
YMR003W	625
YMR004W	1712
YMR005W	1376
YMR006C	2272
YMR008C	2512
YMR009W	1617
YMR010W	1680
YMR011W	1768
tE(UUC)M	72
YMR012W	4040
YMR013C	1696
snR78	87
snR77	88
snR76	109
snR75	89
snR74	88
snR73	106
snR72	98
YMR014W	1672
YMR015C	1864
YMR016C	2776
YMR017W	1194
YMR018W	1545
YMR019W	2850
YMR020W	1704
YMR021C	1544
YMR022W	640
YMR023C	1659
tA(AGC)M1	73
YMR024W	1408
YMR025W	913
YMR026C	1328
YMR027W	1544
YMR028W	1192
YMR029C	1704
YMR030W	1304
YMR031C	2824
YMR032W	2113
YMR030W-A	291
YMR033W	1578
YMR034C	1616
YMR035W	704
YMR036C	1792
YMR037C	2840
YMR038C	840
YMR039C	1256
YMR040W	768
YMR041C	1232
tF(GAA)M	73
YMR042W	1008
YMR043W	1384
YMR044W	1668
tH(GUG)M	72
YMR047C	3419
YMR048W	1000
YMR049C	2584
tV(AAC)M1	74
tW(CCA)M	72
YMR052W	1320
YMR053C	2597
YMR054W	2960
YMR055C	1088
YMR056C	1120
YMR058W	2096
YMR059W	504
YMR060C	1008
YMR061W	2152
YMR062C	1464
YMR063W	720
YMR064W	1557
YMR065W	1533
YMR066W	2774
YMR067C	1360
YMR068W	1304
YMR069W	1238
YMR070W	1728
YMR071C	600
YMR072W	712
YMR073C	606
YMR074C	459
YMR075W	2416
YMR076C	3976
tV(AAC)M2	74
YMR077C	848
YMR078C	2376
YMR079W	1260
YMR080C	3400
YMR081C	1224
YMR083W	1856
YMR084W	838
YMR085W	1299
YMR086W	2960
YMR087W	1283
YMR088C	1952
YMR089C	2912
YMR090W	1544
YMR091C	1432
YMR092C	2008
YMR093W	1640
YMR094W	2160
YMR095C	784
YMR096W	1336
YMR097C	1240
YMR098C	1968
tD(GUC)M	72
YMR099C	1192
YMR100W	2408
YMR101C	1032
YMR102C	3024
YMR104C	2696
YMR105C	2049
YMR105W-A	195
YMR106C	2080
tK(CUU)M	73
YMR107W	600
YMR108W	2464
YMR109W	3768
YMR110C	1784
YMR111C	1560
YMR112C	632
YMR113W	1344
YMR114C	1240
YMR115W	1624
YMR116C	960
snR24	89
YMR117C	1192
YMR118C	632
tL(CAA)M	82
YMR119W	2320
YMR120C	1992
YMR121C	696
YMR122W-A	536
YMR123W	480
YMR124W	3101
YMR125W	2734
YMR126C	1352
YMR127C	1232
YMR128W	3912
YMR129W	4136
YMR130W	1048
YMR131C	1656
YMR132C	912
YMR133W	1287
YMR134W	968
YMR135C	1496
YMR136W	1872
YMR137C	2037
YMR138W	768
YMR139W	1376
YMR140W	2328
YMR142C	774
YMR143W	720
YMR144W	1224
YMR145C	2136
YMR146C	1208
YMR147W	760
YMR148W	816
YMR149W	1040
YMR150C	912
YMR152W	1136
YMR153W	1696
YMR154C	2384
YMR155W	1888
YMR156C	747
YMR157C	896
YMR158W	600
tM(CAU)M	73
YMR158C-A	138
YMR159C	1570
YMR160W	2512
YMR161W	1096
YMR162C	5144
YMR163C	2296
tV(AAC)M3	74
YMR164C	2800
YMR165C	2832
YMR166C	1456
YMR167W	2520
YMR168C	2400
YMR169C	1783
YMR170C	1720
YMR171C	2080
YMR172W	2214
YMR173W	1624
YMR174C	376
YMR175W	304
YMR175W-A	195
YMR176W	4349
YMR177W	1760
YMR178W	936
YMR179W	2424
YMR180C	1048
YMR181C	784
YMR182C	1016
YMR182W-A	431
snR83	306
YMR183C	1208
YMR184W	696
YMR185W	3000
YMR186W	2248
YMR187C	1480
YMR188C	872
YMR189W	3344
YMR190C	4648
YMR191W	1272
YMR192W	2280
YMR193W	896
YMR194W	433
snR11	258
YMR194C-B	776
YMR195W	600
YMR196W	3400
YMR197C	816
YMR198W	2232
YMR199W	1960
YMR200W	1208
YMR201C	1206
RNA170	169
YMR202W	848
YMR203W	1488
YMR204C	1560
YMR205C	3296
YMR206W	1288
YMR207C	6952
YMR208W	1496
YMR209C	1488
YMR210W	1375
YMR211W	1576
YMR212C	2648
YMR213W	1816
YMR214W	1272
YMR215W	1712
YMR216C	2612
YMR217W	1816
YMR218C	3464
YMR219W	5048
YMR220W	1552
YMR221C	1680
YMR222C	808
YMR223W	2032
YMR224C	2184
YMR225C	501
YMR226C	854
YMR227C	1952
YMR228W	1136
YMR229C	5376
YMR230W	454
YMR230W-A	189
YMR231W	3328
YMR232W	2034
YMR233W	864
YMR234W	1248
YMR235C	1440
YMR236W	552
YMR237W	2392
YMR238W	1600
tR(UCU)M1	72
YMR239C	1568
YMR240C	1536
YMR241W	1176
YMR242C	715
YMR242W-A	90
YMR243C	1680
YMR244W	1068
YMR244C-A	992
YMR246W	2512
snR86	1004
YMR247C	4800
tA(AGC)M2	73
YMR247W-A	144
YMR250W	2008
YMR251W	1176
YMR251W-A	496
YMR252C	405
YMR253C	1245
YMR255W	784
YMR256C	464
YMR257C	3000
YMR258C	1784
YMR259C	4376
YMR260C	648
YMR261C	3520
YMR262W	1072
YMR263W	736
YMR264W	776
YMR265C	1424
YMR266W	2992
YMR267W	1192
YMR268C	1504
YMR269W	673
YMR270C	1376
YMR271C	1376
tQ(CUG)M	72
YMR272C	1368
YMR272W-B	108
YMR273C	2976
YMR274C	1056
YMR275C	3104
YMR276W	1280
YMR277W	2424
YMR278W	4048
YMR279C	1623
YMR280C	4496
YMR281W	1088
YMR282C	1856
YMR283C	1597
tY(GUA)M2	75
YMR284W	1928
YMR285C	1672
YMR286W	376
YMR287C	3000
YMR288W	2960
YMR289W	1344
YMR290C	1752
YMR291W	1992
YMR292W	534
YMR293C	1448
YMR294W	1184
YMR295C	856
YMR296C	1888
YMR297W	1760
